"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
27150,14263555273.1522,6322711.65821744,1979,FALSE,2,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.000443277397334342
27150,14263555273.1522,3729594.22487801,1981,FALSE,1,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.000261477181071265
27150,14263555273.1522,17915511.327971,1982,FALSE,3,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.00125603406618353
27150,14263555273.1522,17617064.5987517,1984,FALSE,2,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.00123511033969993
27150,14263555273.1522,1496152.3495465,1987,FALSE,2,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.000104893367810104
27150,14263555273.1522,2528138796.12814,1992,FALSE,30,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.177244645371604
27150,14263555273.1522,18714035.1354012,1996,FALSE,6,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.00131201757044585
27150,14263555273.1522,3.95899590314366,1998,FALSE,1,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",2.77560245487711e-10
27150,14263555273.1522,11898902.6559763,1999,FALSE,3,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",0.000834217165924484
27150,14263555273.1522,5321.13019646704,2000,FALSE,2,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",3.73057775187566e-07
27150,14263555273.1522,27155.4644246101,2002,FALSE,1,"19687","AUS","Victorian Alps (nn)","AUS",TRUE,"19685;12190;12736;15188;19687;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19845;19848;19849;19850;19854;20943",TRUE,"",1.90383560792336e-06
